Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc
CHEM,001B,05,0,1200,1615,W,29,23,N Salehi,40950,In Person,Gen Chem
ENGR,010,07,0,1500,1745,W,24,22,S Rafati,41824,In Person,Intro to Engr
PSYC,100W,07,3,1800,2045,R,28,24,J Morton,41949,In Person,Writing Workshop
BUS3,180D,05,3,TBA,,TBA,0,10,,50062,In Person,Indiv St Org Mgmt
SCWK,107,02,3,1500,1745,T,3,30,V Silva,49554,In Person,Aging and Society
ENGL,001A,33,3,1200,1315,MW,23,23,L Chen,43145,In Person,First Year Writing
COMM,100W,14,3,1030,1145,W,25,25,L Rogers,43330,2 Pat - Mtg Pat & TBA (See Class Note),Writing Workshop
CHEM,112A,02,3,1200,1315,MW,62,60,P Dirlam,42938,In Person,Organic Chem
JS,184,04,1,TBA,,TBA,0,5,A De Giorgi,49689,In Person,Directed Reading
SCWK,232,08,5,TBA,,TBA,11,18,L Chin,45516,In Person,Soc W Pract III
ATH,006S,01,1,TBA,,TBA,0,50,,40024,In Person,Skl Dvlop Bkbl-Wo
CHEM,001A,27,0,1430,1720,R,25,24,C Peralta,41634,In Person,General Chem
BIOL,297,31,3,TBA,,TBA,1,15,E Skovran,48232,In Person,Grad Research
MATH,015F,07,3,1100,1150,M,2,30,M Zoubeidi,49572,In Person,Stats Statway A
PHOT,040,03,3,0800,1050,MW,20,24,D Herrera,45171,In Person,Beg Photography
BUS5,187,03,3,1330,1445,MW,119,119,A Musgrave,48330,In Person,Global Dimensn Bus
ENGR,100W,55,3,1800,1850,MW,25,22,S Wemusa,47402,In Person,Engr Reports
EE,297A,05,3,0900,1800,S,18,15,B Sirkeci,46538,In Person,MSEE Proj Proposal
GEOL,298,27,2,TBA,,TBA,0,5,,42818,In Person,Research
KIN,185,06,1,1430,1520,W,16,20,A Dietrich,50617,In Person,Senior Seminar
BUS5,140,07,3,0730,0845,TR,42,45,C Lim,44796,In Person,Fund of Oper Mgmt
KIN,008,03,2,1800,2030,R,24,25,F Barry,43014,In Person,Scuba Diving
HA,157SL,02,3,1500,1745,W,0,27,L Hatton,49491,In Person,Comm Action & Serv
JS,181,14,6,TBA,,TBA,0,5,Y Yuan,43261,In Person,Internship in JS
UNVS,101,03,0,1800,1950,W,42,60,M McNeil,49644,In Person,Leadership
TECH,041,11,1,1200,1445,M,5,24,D Muntz,47483,In Person,Mach Shop Safety
BUS5,140,06,3,1800,2045,M,36,40,J Sung,44795,In Person,Fund of Oper Mgmt
EE,118,04,0,1200,1445,W,23,20,P BHANGLE,42243,In Person,Dig Lgc Crt Dsgn
ME,198,82,3,TBA,,TBA,1,40,P Backer,49536,Online Only - TBA Mtg Pat,Technology & Civil
MS,298,52,2,TBA,,TBA,0,25,,42054,In Person,Resrch Mar Sci
JPN,001A,02,4,1330,1420,MTWR,30,30,Y Shimazu,43910,In Person,Elem Japanese
ME,295A,02,3,TBA,,TBA,0,10,F Amirkulova,44359,In Person,ME Project I
BUS5,140,04,3,1500,1745,M,49,45,S Ramakrishnan,44804,In Person,Fund of Oper Mgmt
SCWK,141,01,4,TBA,,TBA,13,15,J Barnum,45456,In Person,Field Practicum I
NUFS,101A,01,4,1030,1145,TR,58,60,X Feng,42920,In Person,Food Science
NUFS,108L,02,1,1000,1245,F,7,15,J Gieng,48735,In Person,Nutrition Lab
MATH,1010AS,02,1,0900,1045,F,20,28,J Park,49062,In Person,Math 10A Support
METR,299,11,1,TBA,,TBA,0,5,,41159,In Person,Thesis
CHAD,151,01,3,0730,0845,TR,31,30,T O'Donnell-Johnson,42917,In Person,Dev Literacy in Div Soc
ECON,002C,80,1,TBA,,TBA,42,40,J Rietz,45077,Online Only - TBA Mtg Pat,Stats Lab
DSGD,176A,02,3,1030,1145,MW,55,70,H Sadikoglu Asan,49512,In Person,Gr Des Hist/Theory
CMPE,298I,34,3,TBA,,TBA,25,25,I Eswar,41985,In Person,CMPE/SE Internship
MATH,012,04,3,1200,1315,TR,28,28,J Sliva,48470,In Person,Number Systems
EDSE,105,01,6,TBA,,TBA,3,6,H Park,44769,In Person,Sup Ind Plan Eval
ENVS,194,09,9,0730,0845,T,1,6,C Prado,45385,In Person,Environment Intern
EE,097,04,1,1330,1615,R,18,20,K Ghadiri,42724,In Person,Intro EE Lab
KIN,166,02,0,1300,1450,T,25,20,E Wughalter,41516,In Person,Motor Learning
MATE,298,03,2,1500,1745,F,4,40,S Diaz,42715,In Person,MS Res Project
DANC,194,01,1,TBA,,TBA,17,20,C Seymour,44729,In Person,Dance Repertory
MUSC,106A,01,2,1030,1120,MW,16,20,A Lington,42528,In Person,Jazz Arranging I
MUSC,144,01,1,1530,1720,W,10,20,D Lambert,40186,In Person,REP:Solo Lit Perf Pract
PHOT,115,01,3,1200,1450,MW,26,24,D Herrera,41777,In Person,Int Digital Imaging
BUS3,189,12,3,1800,2045,M,34,30,S Rodan,42276,In Person,Strategic Mgmt
INFO,240,01,3,TBA,,TBA,33,35,R Dean,42312,Online Only - TBA Mtg Pat,Info Tech Tools & Aplc
GERO,268,01,3,1900,2145,W,0,30,M Schekman,49472,In Person,Lifespan Dev
HUM,002A,08,6,1030,1145,TR,19,35,G Smay,48137,In Person,Hum Honors 2A
UNVS,015F,18,0,1200,1345,TR,27,30,L Mazmanyan,50520,In Person,Stats Statway A
STAT,095,02,3,1030,1145,MW,49,42,S Macramalla,44075,In Person,Elem Stat
ISE,298,04,4,TBA,,TBA,3,25,,47207,In Person,Spec Prob
ENGL,002,02,3,0730,0845,MW,25,25,P O'Sullivan,44743,In Person,Critical Thinking and Writing
ISE,194,01,1,1030,1315,W,27,50,B Saeed,47169,In Person,Analytics Workshop
NUFS,101A,03,0,1200,1445,R,20,20,G Swamy,43239,In Person,Food Science
LING,021,99,3,TBA,,TBA,21,25,D Hunter,45969,Online Only - TBA Mtg Pat,Langu and Thinking
CMPE,294,03,3,1800,2045,W,25,25,M Highby,44499,In Person,CMPE Seminar
CS,042,03,3,1630,1745,MW,1,40,W So,49610,In Person,Discrete Math
EE,209,02,3,1500,1615,TR,12,55,C Tarng,49658,In Person,Network Security
KIN,045A,01,1,0830,0920,MW,6,30,B Ayers Jr,48544,In Person,Beg Lindy & Swing
OCTH,226,01,3,0900,1145,W,21,21,A Smith,42417,In Person,OT with Children
ME,041,14,1,1800,2045,T,17,24,D Muntz,49307,In Person,Mach Shop Safety
POLS,015,06,3,0900,1015,MW,48,45,D Crane,49948,In Person,US & CA Government
MATH,015F,12,0,0800,0945,TR,1,30,F Yarahmadi,49577,In Person,Stats Statway A
ENVS,107,01,3,0900,1015,TR,22,35,C Su,47814,In Person,Env Econ & Policy
BIOL,066,26,0,1500,1750,T,24,24,B Dupriest,44551,In Person,Human Physiology
MATH,297A,02,3,TBA,,TBA,1,3,G Chen,50746,In Person,Prep for Proj/Thesis
COMM,157SL,01,3,1500,1745,M,27,27,K Cole,47958,In Person,Comm Action & Serv
COMM,151I,81,4,TBA,,TBA,23,25,T Coopman,50390,Online Only - TBA Mtg Pat,New Media/Methods
ENVS,168A,02,6,1030,1315,TR,19,40,Q Tan,49396,In Person,Global Climate Change I
GERO,260,01,3,1800,2045,T,0,18,C Haas,49302,In Person,Mltidis Hlth Promo
MATH,032,03,3,0900,1015,TR,31,35,M Van Der Poel,42025,In Person,Calculus III
ENGL,001A,12,3,0900,1015,TR,23,23,E Sams,42356,In Person,First Year Writing
RTVF,120,04,0,2000,2145,W,18,18,J Abrams,49044,In Person,Intm Audio Film/TV
ENGL,109,01,4,1630,1915,W,30,30,S Ball,43402,In Person,Writing & the Young Writer
JS,181,19,6,TBA,,TBA,0,10,M Barash,44215,In Person,Internship in JS
MICR,180,04,4,TBA,,TBA,0,10,,41045,In Person,Indiv Studies
GERM,001A,01,4,1130,1310,TR,29,30,L Chiriaeva,40148,In Person,Elem Germ
GEOL,112,01,3,1030,1145,TR,36,37,G Turner,41961,In Person,Earthquakes Volcan
MUSC,001A,01,2,0930,1020,MW,29,30,B Ciach,40179,In Person,Music Systems IA
NUFS,298,26,2,TBA,,TBA,0,10,A Widaman,48800,In Person,Special Studies
BIOL,284,15,2,TBA,,TBA,0,15,,48188,In Person,MA Directed Reading
CHEM,001A,07,0,1030,1120,F,113,110,N Salehi,40816,In Person,General Chem
ART,002,01,3,0900,1015,MW,26,24,L Guyer,41498,In Person,Artist in Culture
CHAD,070,02,3,0900,1015,MW,30,30,P Bonander Oakes,45555,In Person,Lifespan Devel
EDCO,004FY,15,0,1600,1750,W,23,25,R Nemali,45470,In Person,Career Exploration
BIOL,021,19,0,TBA,,TBA,22,24,S Cargill,40077,In Person,Human Biology
COMM,101C,80,4,TBA,,TBA,29,25,M Byrd,41241,Online Only - TBA Mtg Pat,Junior Seminar
MUSC,155,02,1,1815,2125,M,9,40,D Vickerman,50329,In Person,ENS: Wind Ensemble
TA,191,01,1,TBA,,TBA,16,20,A Bechert,41079,In Person,Act Proj Thea Prod
CHEM,180,13,1,TBA,,TBA,7,15,A Rascon,45288,In Person,Indiv Studies
COMM,101C,05,4,1800,1915,M,24,25,A Pulos,47552,2 Pat - Mtg Pat & TBA (See Class Note),Junior Seminar
MATH,030W,61,1,1200,1315,MW,27,28,M Roy,45440,In Person,Calculus I Workshop
BIOL,129,02,3,1330,1445,TR,1,30,J Citron,49251,In Person,Neuroscience
KIN,046A,03,1,1230,1320,MW,43,40,B Ayers Jr,48547,In Person,Beg Social Dance
KIN,101,01,3,0900,1015,MW,42,40,M Crockett,46445,In Person,Sport in America
BUS3,158,02,3,1800,2045,T,48,45,S Connors,50003,In Person,Compensatn & Rewd Sys
MATH,015F,08,0,1000,1145,TR,2,30,M Zoubeidi,49573,In Person,Stats Statway A
ENGL,002,12,3,1030,1145,TR,25,25,S Prasad,42439,In Person,Critical Thinking and Writing
RECL,010,06,3,1030,1145,TR,35,35,P Toney,44293,In Person,Creat Meaning Life
MILS,001A,01,2,0800,0910,MW,3,30,M Morales,40177,In Person,Ldrshp & Pers Dev
NUFS,144,09,3,1200,1315,TR,30,30,D Singamsetti,42390,In Person,Food Culture
JOUR,130,02,3,1030,1145,TR,8,20,R Craig,50058,In Person,Media Apprentice
EE,106,06,0,0900,1145,F,0,20,B Furman,49529,In Person,Fund Mechatro Engr
PHYS,050,19,0,0900,1150,T,16,16,S Koons,41835,In Person,General Physics
HS,126,01,3,1200,1315,TR,1,45,S Snycerski,49257,In Person,Drugs + Brain & Beh
ENGL,001A,16,3,0900,1015,TR,21,23,D Hendel De La O,42360,In Person,First Year Writing
HSPM,130,01,3,1500,1745,R,21,40,J Gao,45919,In Person,Hospitality Event
GEOG,197,03,3,TBA,,TBA,3,1,K Richardson,42253,In Person,Geog Internship
PSYC,190,11,3,1030,1145,TR,13,22,S Torabian,48860,In Person,Curr Iss Capstone
MUSC,151,02,1,1530,1620,MW,5,20,J Benson,41646,In Person,Men's Choir
NUFS,163,13,3,1200,1315,TR,13,32,I Brown,49198,In Person,Phys Fit + Nutrit
CS,047,01,3,1800,1915,MW,75,75,K Patra,42471,In Person,Intro to Comp Sytm
KIN,055A,03,1,1330,1420,MW,36,30,G Chen,43932,In Person,Begin Self-Defense
BIOL,299,09,1,TBA,,TBA,0,15,,40645,In Person,MA Thesis
MCOM,180,02,2,TBA,,TBA,1,30,P Johnson,43492,In Person,Independent Study
TA,010,04,3,1800,1915,TR,44,48,S Cummins,43222,In Person,Theatre Apprecia
NUFS,192,04,4,TBA,,TBA,0,10,J Kubota,45089,In Person,Fld Exp NufS/Pkg
BUS2,134A,81,3,TBA,,TBA,46,45,M Merz,42500,Online Only - TBA Mtg Pat,Consumer Behavior
HIST,113B,01,4,1030,1145,MW,1,40,M Brady,49419,In Person,Econ Hist Europe
BIOL,182,30,2,TBA,,TBA,0,15,,48062,In Person,Tutor Asst Biol
EDUC,080,01,1,TBA,,TBA,9,20,D Bee-Gates,50658,In Person,Independent Study
TECH,167,02,3,1500,1550,TR,12,30,M Mortezaie,44296,In Person,Control Systems
KIN,008,01,2,1800,2030,W,23,25,F Barry,43012,In Person,Scuba Diving
KIN,198,03,3,TBA,,TBA,22,10,B Shifflett,43061,In Person,Internship
LING,123,08,3,1200,1315,TR,25,24,C Donlay,42393,In Person,Sound Comm
ME,295A,07,3,TBA,,TBA,1,10,C Han,44364,In Person,ME Project I
EDD,520,01,3,1630,2030,W,18,16,R Gliner,42204,In Person,Org Behavior
EE,118,05,0,1330,1615,T,19,20,N Chandraiah,46860,In Person,Dig Lgc Crt Dsgn
BUS4,188,05,3,1800,2045,M,45,45,S Wilde,44898,In Person,Business Systems
JS,189,80,3,TBA,,TBA,16,24,J Warren,50568,Online Only - TBA Mtg Pat,Sen Sem Cont Prob
COMM,198,05,1,TBA,,TBA,34,15,M Spangler,40945,In Person,Comm Applied Activity
JOUR,050,01,3,0900,1015,MW,58,75,H Kazem,49178,In Person,Navigating News
CHE,192,01,3,1800,2045,R,9,45,P Kambam,41402,In Person,Intro Biochem Engr
COMM,113P,80,4,TBA,,TBA,25,25,S Coopman,47954,Online Only - TBA Mtg Pat,Games Everyday Life
EDCO,266,01,3,1600,1845,M,30,30,X Hu,40138,In Person,Ed & Career Plan
COMM,174,82,3,TBA,,TBA,25,25,F Gidney,47682,Online Only - TBA Mtg Pat,Intercult & Inequal
ENGL,001A,30,3,1030,1145,TR,23,23,Y Yang,42413,In Person,First Year Writing
GEOG,298,01,3,TBA,,TBA,1,1,K Richardson,40143,In Person,Special Study
AAS,180,41,4,TBA,,TBA,0,3,,43980,In Person,Individual Studies
CHE,211,01,3,1800,2045,M,20,35,L Aarons,44255,In Person,Adv Ch Engr Thermo
TA,051A,01,1,0900,1015,R,13,16,J York,41422,In Person,Scenery Props Arts
CMPE,255,01,3,1800,2045,R,49,50,C Zuniga Baramona,43447,In Person,Data Mining
BIOL,055,14,0,1130,1420,F,10,10,F Hijazi,44546,In Person,Biostatistics
ME,195A,07,3,1330,1615,W,15,25,S Zaidi,50691,In Person,Sr Dsgn Project I
COMM,074Q,02,3,1500,1615,MW,20,21,E Lee,48866,In Person,Fund Intrcult Comm
CS,274,01,3,1630,1745,MW,13,20,T Moh,47429,In Person,Topics in XML & Web Intel
KIN,100W,06,3,0900,1015,MW,25,25,D Bohigian,45931,In Person,Writing Workshop
SE,123A,01,3,0900,1015,MW,0,30,W Lee,49473,In Person,Bioinformatics I
PSYC,096C,02,3,1330,1445,TR,40,42,E Palmer,49976,In Person,Cognitive Science
RTVF,120,02,0,2000,2145,M,18,18,S Miller,49042,In Person,Intm Audio Film/TV
CMPE,207,01,3,1800,2045,W,22,50,A Bond,45915,In Person,Net Prog & Appl
MATH,012,02,3,1630,1745,MW,29,28,J Trubey,48468,In Person,Number Systems
ENGL,103,01,4,0900,1015,MW,34,35,L Mitchell,43398,In Person,Modern English
EDSE,234,01,6,TBA,,TBA,3,10,L Simpson,43500,In Person,Adv FW Spec Ed
NUFS,190,01,3,1030,1145,MW,30,35,D Billings,43056,In Person,Nutr Ed & Couns
CS,042,06,3,1200,1315,TR,5,40,S Jahanbekam,49613,In Person,Discrete Math
NURS,146A,03,2,0700,1300,W,8,9,J Barreto,44679,In Person,Peds Clinical
METR,012,01,3,0900,1015,TR,57,63,H Bartholomew,40831,In Person,Global Warming
AFAM,111,01,3,1200,1315,TR,16,20,L Gaines,48884,In Person,African Nations
ENGL,001A,21,3,1030,1145,MW,23,23,C Saylor,42401,In Person,First Year Writing
ENGR,201,01,3,1800,2045,M,12,25,M Khosravi,40315,In Person,Engr Analysis
KIN,170D,01,1,TBA,,TBA,0,5,B Shifflett,40372,In Person,Fldwrk Sport Mngmt
CMPE,102,02,3,1800,2045,T,41,50,K Nguyen,47556,In Person,Assembly Language Programming
KIN,002B,02,1,1230,1320,MW,23,25,C May,45594,In Person,Inter Swimming
PSYC,145,01,3,1500,1745,R,10,60,R Rinck,49589,In Person,Comm Mental Health
ME,190,03,0,1430,1715,R,20,20,V Tran,42760,In Person,Mecha Sys Design
PHYS,051,14,0,1200,1450,T,17,16,A Hatzikoutelis,41862,In Person,General Physics
CHEM,160,01,4,1200,1315,TR,41,45,N Esker,41408,In Person,Phys Chem
CS,042,02,3,1330,1445,MW,2,40,R Kubelka,49609,In Person,Discrete Math
ART,068,02,3,0900,1150,TR,21,24,L Dau,45197,In Person,Beg. Sculpture
EE,198B,04,3,0900,1800,S,7,15,P Hsu,45900,In Person,EE Sr Dsgn Proj II
HIST,050,01,3,1800,2045,W,26,25,E Narveson,41532,In Person,Historical Process
ISE,290,01,2,1500,1640,R,31,50,A Andre,47198,In Person,HF/Ergo Prof Sem
NUFS,100W,12,3,1330,1445,TR,8,25,C Jones,50686,In Person,Writing Workshop
ENVS,110,11,0,1030,1200,TR,16,20,R Lazzeri-Aerts,47603,In Person,Resource Analysis
CHEM,285,01,0.5,1630,1745,T,13,60,C Simocko,40128,In Person,Seminar
CCS,151,01,3,1330,1445,MW,27,30,J Gomez,48690,In Person,Theory in CCS
MICR,298,04,3,TBA,,TBA,0,10,,40734,In Person,Research
ECON,107,01,3,0900,1015,TR,18,35,C Su,49502,In Person,Env Econ & Policy
KIN,194,01,3,0830,0920,MW,12,40,H Pai,41331,In Person,Therapeutic Exercise
SOCI,298,01,1-4,TBA,,TBA,0,0,,40542,In Person,Special Studies
CMPE,257,01,3,1800,2045,W,41,70,Z Gao,49101,In Person,Machine Learning
NUFS,192,05,5,TBA,,TBA,0,10,J Kubota,45090,In Person,Fld Exp NufS/Pkg
AMS,001A,74,0,0900,1015,MW,21,32,J Georges,47531,In Person,Amer Cultures 1877
BIOL,182,27,2,TBA,,TBA,0,15,,48059,In Person,Tutor Asst Biol
ANI,180,01,3,TBA,,TBA,21,25,D Chai,42460,In Person,Indiv Studies
CA,180,01,1,TBA,,TBA,0,1,S Riley,42369,In Person,Individual Studies
ECON,136,02,4,1330,1445,TR,42,40,J Pogodzinski,43609,In Person,Internatl Econ
ATH,034S,01,1,TBA,,TBA,12,50,S Hopkins,40053,In Person,Skl Dvlp Swim-Wo
BIOL,116,13,0,0830,0920,F,14,18,B White,49675,In Person,Molecular Genetics
PSYC,190,08,3,1500,1615,TR,9,22,S Snycerski,48857,In Person,Curr Iss Capstone
DSID,128,01,3,1500,2050,R,19,24,C Whittall,44625,In Person,Adv Projects in ID
NUFS,298,04,1,TBA,,TBA,0,10,X Feng,40560,In Person,Special Studies
TECH,171,01,3,1930,2045,MW,38,30,B Venkatraman,46721,In Person,Netwk Sec & Prev
ME,101,03,3,1030,1145,TR,29,25,V Viswanathan,42260,In Person,Dynamics
MUSC,117,01,3,0900,1015,TR,60,60,A Romero,43970,In Person,Mus Cul Latin Am
TA,112,01,3,1500,1700,TR,17,30,B Butler,45720,In Person,Rehearse & Perform
CMPE,198,81,3,TBA,,TBA,3,40,L Zou,49538,Online Only - TBA Mtg Pat,Technology & Civil
MATH,071W,04,1,1330,1445,MW,27,28,B Pence,47900,In Person,Calc Wkshp Bus/Avi
ENVS,299,01,1,TBA,,TBA,0,3,W Russell,42690,In Person,MS Thesis/Project
PHYS,050,32,0,1330,1620,R,17,16,J Creed,41843,In Person,General Physics
GEOL,184,37,3,TBA,,TBA,0,4,,42814,In Person,Directed Reading
COMM,040,02,3,0900,1015,T,25,25,S Waltrip-Sequeira,41909,2 Pat - Mtg Pat & TBA (See Class Note),Argmnt/Advocacy
COMM,151I,80,4,TBA,,TBA,22,25,T Coopman,45255,Online Only - TBA Mtg Pat,New Media/Methods
ME,030,01,2,1200,1250,W,87,90,S Ahsan,40165,In Person,Comp Applications
PHIL,186,82,3,TBA,,TBA,31,45,T Gullion,48009,Online Only - TBA Mtg Pat,Prof & Bus Ethics
ENGR,100W,14,0,1420,1520,MW,22,22,B Hsia,41232,In Person,Engr Reports
MTED,184S,02,1,1630,1830,R,4,28,C Roddick,50153,In Person,MthEd Phase II Sem
MUSC,160I,01,1,1230,1420,F,11,15,J Keiser,41795,In Person,EnsJazzEnsemble
NUFS,298,11,2,TBA,,TBA,1,10,J Kubota,40567,In Person,Special Studies
SOCI,173,01,3,1500,1615,TR,34,35,T DeHaan,48356,In Person,Socialization
CMPE,050,01,3,1630,1720,TR,45,90,C Tarng,45907,In Person,Object Orient Concept Meth
BIOL,180,01,1,TBA,,TBA,3,15,S Shaffer,41444,In Person,Indiv Studies
DSID,121,01,3,1200,1450,MW,19,24,J Shook,44164,In Person,ID Process
MATH,161A,02,3,1500,1615,MW,45,40,A Gottlieb,43114,In Person,Appl Prob & Stats I
KIN,187,02,3,1330,1445,TR,31,40,A Jensen,45932,In Person,Clin Ex Physiol
EE,299A,01,3,TBA,,TBA,3,5,B Sirkeci,46552,In Person,MSEE Thesis Proposal
ART,222,01,3,TBA,,TBA,4,20,A Raynsford,42611,In Person,Grad Tutrls Photog
MATH,167R,02,3,1500,1615,TR,34,35,C Tortora,48605,In Person,R Programming
NURS,214,51,4,1830,2020,W,12,20,P Edwards,49944,In Person,NursEd I
BIOL,280,03,1,TBA,,TBA,0,15,,40624,In Person,Individual Studies
METR,012,04,3,1330,1445,TR,36,35,M Diao,46823,In Person,Global Warming
CHEM,298,17,2,TBA,,TBA,2,5,R Terrill,46976,In Person,Research
JS,132,81,3,TBA,,TBA,43,44,K Lynch,46634,Online Only - TBA Mtg Pat,Race Gender Ineqlt
MUSC,013,01,1,0930,1020,TR,24,24,T Langan,42696,In Person,Music Tech
FS,161,01,3,0900,1130,M,36,36,S Bolton,44078,In Person,Crime Scene Invest
ATH,036S,01,1,TBA,,TBA,8,50,J Shepardson,40055,In Person,Skls Dvlp Vlybl-Wo
ADV,123,01,3,1800,2045,M,30,30,S Eckstone,40004,In Person,Brdcast & New Media Adv
SOCI,160,01,3,1200,1315,TR,35,35,F DuCros,45768,In Person,Immigration & Identy
LLD,100WB,07,3,0900,1015,TR,29,25,S Ball,48250,In Person,Wrtg Wrkshp Bsns Stdnts
MATE,025,01,3,1630,1745,MW,60,60,M Oye,42769,In Person,Intro to Materials
BIOL,065,16,0,1730,1900,MW,30,30,R Hardin,44097,In Person,Human Anatomy
NUFS,008,02,3,1200,1315,MW,46,45,A Rubin,48721,In Person,Nutr Health Prof
HS,161,01,3,1500,1650,M,23,25,R Shah,43251,In Person,Epidemiology
KIN,019B,01,1,1030,1220,T,26,30,M Behler,46434,In Person,Int Soccer
KIN,030,02,1,0930,1120,F,33,30,J Linafelter,40338,In Person,Pilates
ATH,030S,01,1,TBA,,TBA,19,50,S Tobin,40047,In Person,Skls Dvlp Soccer
WOMS,102,02,3,1800,2045,M,31,35,T Bakhru,45781,In Person,Global Women
MATH,032,06,3,1330,1445,TR,36,35,R Low,44085,In Person,Calculus III
ATH,012S,04,1,TBA,,TBA,5,20,B Brennan,40030,In Person,Skl Dvlp Football
OCTH,276,04,3,TBA,,TBA,20,21,G Teaford,42971,In Person,Pract & Seminar 1A
BIOL,065,01,4,1500,1615,TR,183,175,J McDaniel,40085,In Person,Human Anatomy
AFAM,152,01,3,1630,1745,TR,17,20,T Berry,50119,In Person,Black Women US
MUSC,001A,02,2,0930,1020,MW,30,30,T Langan,43962,In Person,Music Systems IA
EE,297A,02,3,0900,1800,S,18,15,B Sirkeci,46535,In Person,MSEE Proj Proposal
METR,112,05,3,1800,2045,W,16,24,J Mirocha,41480,In Person,Globl Climate Chng
BUS1,170,84,3,TBA,,TBA,45,45,X Xu,47368,Online - TBA With Few Campus Mtg,Fund of Finance
INFO,203,03,1,TBA,,TBA,30,70,D Faires,42681,Online Only - TBA Mtg Pat,Online Learning
HS,025,05,3,1500,1745,W,26,25,K Roe,45390,In Person,Hlth Team Building
PHIL,012,03,3,1200,1315,TR,40,46,J Giddings,42822,In Person,Phil of the Person
BIOL,155,11,0,1330,1620,T,8,10,F Hijazi,41765,In Person,Hypothesis Testing
BIOL,021,17,0,TBA,,TBA,24,24,S Cargill,40075,In Person,Human Biology
PHYS,051,26,0,0930,1220,F,16,16,A Hatzikoutelis,41873,In Person,General Physics
MS,298,53,3,TBA,,TBA,0,25,,42055,In Person,Resrch Mar Sci
NUFS,280A,03,6,TBA,,TBA,0,10,C LaSalle,40550,In Person,Dietetic Internship
ANTH,152,01,3,1030,1145,TR,16,25,E Weiss,47040,In Person,Becoming Human
CE,140,01,3,0900,0950,TR,57,54,A Moore,42191,In Person,Geotech Engr
HSPM,100W,01,3,0900,1015,MW,18,25,K Haven,41483,In Person,Writing Workshop
BIOL,105,01,3,1500,1615,TR,58,50,E Ho,41342,In Person,Developmental Biol
BIOL,280,23,3,TBA,,TBA,0,15,,48184,In Person,Individual Studies
CHAD,070,09,3,1500,1615,TR,29,30,P Bonander Oakes,48487,In Person,Lifespan Devel
RECL,193,01,3,1500,1745,W,22,20,R Tymn,44089,In Person,RT for Phys Cond
ANTH,299,01,3,TBA,,TBA,0,3,,42729,In Person,Master's Thesis
BIOL,298,05,1,TBA,,TBA,1,15,B Grillo-Hill,48255,In Person,MS Proj Culm Exper
SE,180,02,3,TBA,,TBA,0,15,S Meldal,49674,In Person,Individual Studies
NURS,138,02,3,0900,1145,F,36,37,R Ballin,43028,In Person,Prof Role Dev VI
BIOL,030,25,0,1430,1720,R,21,22,A Karekal,42904,In Person,Biology I
EE,231,01,3,1500,1615,MW,18,35,P Hsu,45865,In Person,Automat Contr Theo
ENGL,001A,77,3,1500,1615,TR,22,23,E Johnson,48970,In Person,First Year Writing
MATH,105,02,3,0900,1015,TR,31,28,C Roddick,48459,In Person,Math Stats Concept
AE,020,04,0,1800,2050,R,15,30,R Benzio,47786,In Person,CAD for AEs
ANTH,180,02,3,TBA,,TBA,2,3,J English-Lueck,44300,In Person,Individual Studies
ART,200W,01,3,1200,1445,R,6,15,J Silk,43415,In Person,Prof Writing Workshop
BIOL,180,51,4,TBA,,TBA,0,15,,48098,In Person,Indiv Studies
HS,159,07,3,1330,1420,MW,42,40,K Roe,44193,In Person,Hlth Prgm Planning
BIOL,123A,01,3,0900,1015,MW,15,30,W Lee,49475,In Person,Bioinformatics I
BUS5,142,02,3,1330,1445,MW,41,45,T Shi,44704,In Person,Total Quality Mgmt
RTVF,185,02,3,1500,1745,W,26,30,L Walker,48269,In Person,Spec Topics RTVF
KIN,046A,01,1,0930,1020,MW,29,40,B Ayers Jr,48545,In Person,Beg Social Dance
MUSC,147A,04,0,1230,1320,MW,20,20,J Benson,41678,In Person,Begin Conducting
BIOL,118,12,0,0900,0950,F,17,20,L Benson,47480,In Person,Evolution Genetics
CHAD,164,01,3,1030,1145,MW,32,30,A Shah,42489,In Person,Contem Parenting
AAS,180,32,3,TBA,,TBA,0,3,,43981,In Person,Individual Studies
BIOL,298,08,1,TBA,,TBA,0,15,,48258,In Person,MS Proj Culm Exper
GEOL,299,17,1,TBA,,TBA,2,5,C Pietsch,44289,In Person,Masters Thesis
MATH,030W,04,1,1630,1745,MW,28,28,J Fontes,45443,In Person,Calculus I Workshop
PSYC,100W,05,3,1800,2045,T,28,24,J Morton,41947,In Person,Writing Workshop
SOCI,299,11,1,TBA,,TBA,0,2,,41388,In Person,Masters Thesis
PSYC,129,02,3,1330,1445,TR,31,30,J Citron,48496,In Person,Neuroscience
HS,025,03,3,1200,1445,T,29,25,N Trainor,42627,In Person,Hlth Team Building
UNVS,015F,17,3,1400,1450,T,27,30,L Mazmanyan,50519,In Person,Stats Statway A
ANI,071,02,3,1500,1750,MW,28,25,E Briggs,41092,In Person,Visual Principles
BIOL,116L,03,3,0830,0855,TR,16,12,B White,42427,In Person,Genetics Lab
ME,295A,05,3,TBA,,TBA,4,10,W Du,44362,In Person,ME Project I
EDSE,014A,02,3,1200,1315,MW,34,30,E Smith,40956,In Person,American Sign I
