Dept,ClassNum,SectionNum,Units,StartTime,EndTime,Days,SeatsTaken,SeatsTotal,Professor,ClassCode,ClassMode,Desc
JS,025,99,3,TBA,,TBA,60,65,R Abusaad,45968,Online Only - TBA Mtg Pat,Intro HR & Justice
CMPE,294,06,3,1230,1515,M,28,25,R Bruce,44502,In Person,CMPE Seminar
INFO,281,01,3,TBA,,TBA,22,35,D de Lorenzo,42324,Online Only - TBA Mtg Pat,Colloq Contemp Iss
METR,050,03,2,1430,1520,R,13,18,Q Tan,50364,In Person,Sci Computing I
MATH,243A,01,3,1500,1615,TR,11,20,D Brinkman,48589,In Person,Adv Numerical Analysis
COMM,020,60,3,0900,1015,R,27,27,P Bair,47252,2 Pat - Mtg Pat & TBA (See Class Note),Public Speaking
RTVF,122,81,0,TBA,,TBA,15,20,K Massey,43287,Online - TBA With Few Campus Mtg,KSJS Management
PSYC,190,11,3,1030,1145,TR,13,22,S Torabian,48860,In Person,Curr Iss Capstone
BIOL,285,01,1,TBA,,TBA,0,15,,48198,In Person,Colloquium Bio Sci
MATH,032,06,3,1330,1445,TR,36,35,R Low,44085,In Person,Calculus III
MATH,018AW,05,1,1200,1315,MW,28,28,H Katsuura,50336,In Person,Coll Algebra Wkshp
MICR,180,04,4,TBA,,TBA,0,10,,41045,In Person,Indiv Studies
MUSC,157,01,1,1530,1720,TR,15,25,A Lington,40190,In Person,ENS: Jazz Orch
SOCI,281,35,3,TBA,,TBA,1,1,F DuCros,50802,In Person,Internship in Soc
HUM,001A,08,6,1200,1315,TR,24,35,K Peter,48119,In Person,Hum Honors 1A
PSYC,256,03,3,1030,1145,TR,14,15,E Palmer,50149,In Person,Sem in Perception
PHYS,002A,14,0,1630,1850,MW,21,20,Z Smith,40224,In Person,Fund of Physics
BUS3,080,03,3,1030,1145,MW,105,119,N Clinch,40706,In Person,Legal Environment of Bus
CHEM,180,04,1,TBA,,TBA,0,15,A Wolcott,45279,In Person,Indiv Studies
KIN,185,02,1,1330,1420,W,19,20,A Dietrich,42566,In Person,Senior Seminar
ENGL,002,05,3,0900,1015,TR,25,25,P O'Sullivan,42432,In Person,Critical Thinking and Writing
OCTH,222,02,3,1030,1145,TR,20,21,A George,41443,In Person,Funct Kinesiology
CE,095,01,3,0900,1015,TR,52,55,S Vukazich,49091,In Person,Theory App Statics
TA,120,01,3,0900,1015,MW,17,30,K Brandt,48790,In Person,Theatre History
SOCI,299,12,1,TBA,,TBA,0,2,,41389,In Person,Masters Thesis
ME,195A,01,3,1330,1615,W,25,30,R Agarwal,44343,In Person,Sr Dsgn Project I
ENGL,201,01,4,1900,2145,M,11,16,R Krishnaswamy,47671,In Person,Mat & Meth Lit Res
PSYC,129,01,3,1330,1445,MW,32,30,J Citron,48495,In Person,Neuroscience
HSPM,152,01,3,1030,1145,TR,21,50,T Thompson,42119,In Person,Hotel Catering
CMPE,188,01,3,1030,1145,TR,37,40,M Eirinaki,47753,In Person,Mach Learning/BD
BIOL,031,18,0,1030,1320,R,23,22,A Chen,43666,In Person,Biology II
NURS,126A,01,2,1000,1140,R,56,62,C Hill,41799,In Person,Pediatric Theory
CMPE,210,01,3,1500,1745,M,10,40,S Shim,47765,In Person,SDN and NFV
BIOL,180,30,2,TBA,,TBA,0,15,F Huynh,48085,In Person,Indiv Studies
PSYC,100W,09,3,1200,1315,MW,24,24,L Cabral,48867,In Person,Writing Workshop
SE,154,01,3,1500,1615,TR,0,30,A Yazdankhah,49517,In Person,Formal Lang & Comput
NUFS,100W,11,3,TBA,,TBA,3,25,M Duphily,50168,Online Only - TBA Mtg Pat,Writing Workshop
ENVS,210,03,3,1200,1315,MW,13,10,D Mulvaney,44204,In Person,Environ Topics
PSYC,155,02,3,1030,1145,MW,42,40,S Del Chiaro,41940,In Person,Human Learning
NURS,135,06,3,1030,1315,R,1,30,H Agroia,49666,In Person,Hlth Multiculture
SOCI,299,32,3,TBA,,TBA,0,2,,44321,In Person,Masters Thesis
ANI,031,03,3,1500,1750,TR,30,25,J Jackson,44466,In Person,2D Animation I
PSYC,102,02,3,1630,1745,MW,121,120,C Duh,45105,In Person,Psyc of Childhood
GEOL,007,08,0,1430,1715,W,23,24,G Diaz Santana,41756,In Person,Earth Time and Life
CCS,007,01,1,1800,1900,MW,3,30,M Colmenarez,48656,In Person,Folklorico Dance
PHYS,120B,01,3,1030,1120,T,8,8,A Hatzikoutelis,47798,In Person,Modern&Solid Lab
HIST,162,01,4,1200,1315,MW,20,25,A Garcia,47052,In Person,Colonial Latin Am
BIOL,101,03,3,1200,1315,MW,37,40,P Hawkins,42958,In Person,Origins of Life
CHE,298,03,2,1500,1745,F,6,40,S Diaz,44560,In Person,MS Res Project
UNVS,075,05,0,1800,1950,T,2,12,S Lilienthal,49654,In Person,LdrshpCareerAcc
RTVF,111,02,3,1800,2045,M,46,48,D Todd,49038,In Person,Alternative Cinema
EDCO,004FY,25,0,1100,1250,F,19,25,L Gervais,46391,In Person,Career Exploration
TA,005,07,3,1030,1145,TR,26,26,B Swanson,41288,In Person,Acting
PSYC,110,08,3,0900,1015,TR,35,40,S Del Chiaro,48475,In Person,Adult Psychopathol
SPAN,003,80,4,TBA,,TBA,23,30,F de la Calle,45005,Online Only - TBA Mtg Pat,Practical Spanish
NURS,136,01,2,0800,0940,R,28,31,S McKenna,41006,In Person,Prof Role Dev III
UNVS,101,03,0,1800,1950,W,42,60,M McNeil,49644,In Person,Leadership
EDSE,102,01,3,1600,1845,W,42,40,S Kulkarni,44725,2 Pat - Mtg Pat & TBA (See Class Note),Sp Lng Typ/At Dev
NUFS,299,10,1,TBA,,TBA,0,10,C LaSalle,40606,In Person,Mas Thesis or Proj
HS,295,01,3,1800,2045,W,13,25,A Carter,50097,In Person,Research Methodology
BUS4,112,02,3,1800,2045,T,47,45,A Shirani,44887,In Person,Database Mgmt Syst
EDD,530,01,3,0800,1700,S,14,15,B Duckor,45062,In Person,Assessment & Eval
CHAD,100W,04,3,1330,1445,MW,18,25,G Cava,42830,In Person,Writing Workshop
AMS,190,02,3,1200,1315,MW,0,25,C Jochim,49452,In Person,Sr Sem in Hum
ENGL,100WB,09,3,1500,1615,MW,26,25,J Hessler,49855,In Person,Written Comm Business
NUFS,144,17,3,1630,1915,W,29,30,N Tsuji,44102,In Person,Food Culture
NUFS,106B,02,3,1330,1445,TR,19,30,J Gieng,48734,In Person,Resrch Method NufS
LLD,100A,02,3,0900,1015,MW,21,22,S Alkire,44452,In Person,Writing Competency
ENGR,100W,49,3,0930,1110,F,25,22,A Petrosyan,43828,In Person,Engr Reports
BIOL,182,06,1,TBA,,TBA,0,15,,40612,In Person,Tutor Asst Biol
CHAD,260A,01,3,1600,1845,W,6,20,J Jabagchourian,43575,In Person,Sem CHAD: Research
ANTH,131,01,3,0900,1015,TR,36,35,J English-Lueck,41311,In Person,Theories of Cult
INFO,250,01,3,TBA,,TBA,29,35,D Kovacs,42316,Online Only - TBA Mtg Pat,Instr Dsgn Info Prof
NUFS,299,06,3,TBA,,TBA,0,10,J Gieng,40602,In Person,Mas Thesis or Proj
BUS5,165A,02,3,1500,1745,W,38,40,J Osland,48297,In Person,Global Leadership
MILS,130A,01,4,0800,0910,MW,11,30,M Morales,40961,In Person,Adap Tm Ldrshp
AE,246,01,3,1800,1915,MW,18,30,S Swei,47302,In Person,Ad Adrft Stab Con
JS,155,02,3,1500,1745,W,14,40,S Martinek,48401,In Person,Victimology
ATH,030I,02,1,TBA,,TBA,0,20,,40046,In Person,Soccer-Men
BUS5,187,09,3,1630,1745,TR,40,40,W Van Hooff,48336,In Person,Global Dimensn Bus
EE,295,01,3,1630,1745,TR,47,55,T Wrappe,46768,In Person,Technical Writing
GEOL,004L,05,1,0900,1145,R,25,25,J Sanchez,40317,In Person,Earth Systems Lab
ENGL,001A,37,3,1200,1315,MW,23,23,J Damm,43149,In Person,First Year Writing
SE,152,02,3,1200,1315,TR,0,30,J Pearce,49426,In Person,Progrmng Paradigms
CS,100W,04,3,1030,1145,TR,29,25,D Caires,44126,In Person,Writing Workshop
MUSC,260M,01,1,1900,2100,T,2,3,M Hernandez,44028,In Person,GrdSaxEns
ENT,299,02,2,TBA,,TBA,0,10,,40725,In Person,Masters Thesis
MUSC,160C,04,1,1530,1720,R,1,10,G Mok,50653,In Person,EnsChamberMusic
DANC,154B,01,3,1100,1240,MW,17,30,C Seymour,42281,In Person,TPCS in Danc IV
MUSC,182,01,1,TBA,,TBA,16,10,F Cohen,40194,In Person,Senior Project
BUS2,134A,81,3,TBA,,TBA,46,45,M Merz,42500,Online Only - TBA Mtg Pat,Consumer Behavior
SCWK,281,01,3,1200,1445,M,32,30,G Fogle,40836,In Person,Soc W in H/MH
AE,271,01,3,1630,1745,MW,13,30,S Montgomery,42795,In Person,Adv Air Design
PHYS,002B,16,0,1500,1750,T,17,18,C Morante,40768,In Person,Fund of Physics
BIOL,030,24,0,1030,1320,R,24,22,T Mok,42903,In Person,Biology I
BUS,297D,01,3,TBA,,TBA,0,4,E Grace,50346,In Person,Spec Topics Bus Adm
MUSC,003B,01,1,1130,1220,TR,20,30,B Belet,42210,In Person,Music Systems IIIB
PHIL,057,02,3,1030,1145,MW,37,40,D Williamson,40319,In Person,Logic & Crit Reas
KIN,166,04,0,1400,1550,M,24,20,K Thompson,48983,In Person,Motor Learning
BIOL,021,11,0,TBA,,TBA,31,24,A Harness,40069,In Person,Human Biology
KIN,280,01,1,TBA,,TBA,0,5,B Shifflett,40378,In Person,Adv Fldwk Sprt Mgt
CHEM,008,02,3,0900,1015,TR,75,90,L Kapitzky,49135,In Person,Organic Chem
METR,299,17,1,TBA,,TBA,0,5,,43362,In Person,Thesis
NUFS,144,03,3,1700,1945,T,11,30,S Brown,41032,In Person,Food Culture
BIOL,180,36,2,TBA,,TBA,0,15,,48091,In Person,Indiv Studies
RECL,010,06,3,1030,1145,TR,35,35,P Toney,44293,In Person,Creat Meaning Life
PHOT,197,02,3,1800,2050,MW,11,24,B Danh,50139,In Person,Sr Project Photography
JOUR,061,03,3,1030,1145,MW,19,20,H Kazem,46611,In Person,Prnt/Mag and Online Wrtg
CS,190I,01,3,1330,1630,F,1,30,C Tseng,46600,In Person,Internship Project
ANI,198,01,3,0830,1410,F,21,25,J Clapp,42461,In Person,Senior Seminar ANI
SPAN,102B,02,3,1030,1145,MW,26,30,T Estrabao,40234,In Person,Hisp Amer Culture
OCTH,275,04,3,1330,1615,M,20,21,D Bolding,44734,In Person,EBP in OT
PHIL,066,05,3,0900,1015,TR,44,45,F Alberts,45306,In Person,Intro Aesthetics
NUFS,144,07,3,1200,1315,MW,29,30,K Harvey,41968,In Person,Food Culture
COMM,199C,03,4,1800,1915,T,28,25,M Holopainen,47945,2 Pat - Mtg Pat & TBA (See Class Note),Senior Seminar
EDSE,218A,01,3,1600,1845,M,27,40,S Krishnan,41349,2 Pat - Mtg Pat & TBA (See Class Note),ASD: M/S Disabilit
MUSC,060F,03,1,TBA,,TBA,3,3,J Dryden,43376,In Person,SmallJazzEns
BIOL,298M,01,1,TBA,,TBA,1,15,T Abramson,50219,In Person,MA Culminating Exp
GEOG,175,03,0,2000,2245,W,8,17,K Rohrmeier,49677,In Person,GIS Project Devel
OCTH,221,04,3,0900,1145,F,17,21,P Bailey,45307,In Person,OccupatAnalysis
PSYC,224A,80,3,TBA,,TBA,12,13,M Capriotti,42451,Online - TBA With Few Campus Mtg,Clin Psych Prac I
MCOM,285,01,3,1800,2045,R,16,20,T Korani,41496,In Person,Web Design Dev
WOMS,169,01,3,1330,1445,MW,31,35,T Bakhru,43924,In Person,Sexuality Body
COMM,040,60,3,1200,1315,MW,26,27,E Harris,47321,In Person,Argmnt/Advocacy
NUFS,008,02,3,1200,1315,MW,46,45,A Rubin,48721,In Person,Nutr Health Prof
TA,145,01,4,1200,1315,MW,0,30,A Eastwood,49545,In Person,Shakespeare + Performance
EE,132,02,3,1630,1745,TR,55,55,A Bhattacharya,49903,In Person,Theo Auto Controls
CHEM,113A,07,2,0900,1440,F,18,15,S Stepp,42396,In Person,Organic Chem Lab
PSYC,110,06,3,1800,2045,W,123,120,S Nadeau,45734,In Person,Adult Psychopathol
CE,121,02,0,1330,1615,M,16,18,J Botha,41709,In Person,Transp Engrg
SCED,297,03,1,TBA,,TBA,3,10,E Walsh,46474,In Person,Sci Ed Research
PHYS,050,25,0,1200,1450,W,15,16,C Morante,41839,In Person,General Physics
ARTH,175,01,3,1500,1745,T,11,12,D Bowen,45118,In Person,Thry Art His/Crit
MUSC,260H,01,1,1030,1220,F,0,3,G Lemmon,44936,In Person,GrdPercEns
ENGR,010,12,0,1200,1445,R,22,22,S Ananthaiah,41846,In Person,Intro to Engr
ARED,184Y,01,4,TBA,,TBA,4,5,J Roark,40306,In Person,Stdt Tchg II
PHYS,002A,15,0,1630,1850,MW,20,20,N Tyagi,40220,In Person,Fund of Physics
GEOL,168A,03,6,1030,1315,TR,0,40,C Rampini,49394,In Person,Global Climate Change I
BME,115,06,0,1800,2045,W,17,16,D Serna,47351,In Person,Fndtns Biomed Engr
UNVS,075,02,0,1800,1950,T,9,12,S Lilienthal,49651,In Person,LdrshpCareerAcc
KIN,008,03,2,1800,2030,R,24,25,F Barry,43014,In Person,Scuba Diving
COMM,198,06,2,TBA,,TBA,9,5,M Spangler,40949,In Person,Comm Applied Activity
ANI,010,04,3,1200,1450,TR,22,25,I Poslitur,50739,In Person,Light and Optics
CMPE,281,02,3,1800,2045,T,61,90,Z Gao,43353,In Person,Cloud Technologies
KIN,163,12,3,1330,1445,MW,26,32,A Bloom,50148,In Person,Phys Fit + Nutrit
MATH,050,03,2,1430,1520,R,0,18,Q Tan,50367,In Person,Sci Computing I
GEOG,197,02,2,TBA,,TBA,0,1,K Richardson,42252,In Person,Geog Internship
CMPE,050,02,0,1330,1620,T,27,30,C Tarng,43191,In Person,Object Orient Concept Meth
PSYC,270,01,3,1630,1745,MW,7,15,M Hosoda,41150,In Person,Sem Ind/Org Psych
SCWK,232,05,5,TBA,,TBA,10,18,J Jackson,45513,In Person,Soc W Pract III
MUSC,025A,01,1,0930,1020,TR,18,30,A Kolesar,50499,In Person,Piano Proficiency
EE,298I,02,2,TBA,,TBA,1,5,T Le,41005,In Person,EE Internship Experience
ME,157,01,3,1030,1145,MW,53,45,R Yee,44081,In Person,Mech System Design
COMM,040,61,3,1330,1445,MW,26,27,A Buxi,47323,In Person,Argmnt/Advocacy
CHAD,159,01,3,1500,1550,W,35,30,K Cross,43507,In Person,Child Dev K-8 Prac
GERO,117,02,3,1500,1745,T,0,40,C Cherney,48402,In Person,Soc Pol Serv Aging
CHE,115,03,3,1800,1915,TR,45,70,C Riche,50355,In Person,Indus Chem Calc
KIN,035A,06,1,1330,1420,MW,33,32,D Bobb,43170,In Person,Begin Wt Training
KIN,037,01,1,1430,1520,TR,28,30,J Fonda,40344,In Person,Fitness Walking
MCOM,104,80,3,TBA,,TBA,42,40,P Young,49844,Online Only - TBA Mtg Pat,Mass Comm Research
CHEM,113A,05,2,1800,2050,MW,18,15,J Perumattam,41104,In Person,Organic Chem Lab
LING,123,09,3,1330,1445,TR,24,25,C Sandy,42394,In Person,Sound Comm
JPN,102,01,3,1500,1745,W,14,20,M Ishida,43918,In Person,Japanese Culture
MATH,161A,03,3,1630,1745,MW,42,40,S Crunk,43115,In Person,Appl Prob & Stats I
MATE,153,03,0,1800,2045,M,14,16,C England,41401,In Person,EO&M Props Solids
BME,025,02,0,1400,1650,T,28,28,Y Baloda,47325,In Person,Intro BioMed
MUSC,146A,01,2,1530,1720,T,7,20,F Levy,50144,In Person,Pedagogy Piano
ARED,238,01,3,1630,1915,T,12,15,B Hughes,43325,In Person,Prin Art Educ
ORGS,101,01,3,1500,1615,TR,9,20,M Beresford,45874,In Person,People/Organzation
MATH,162,01,3,1200,1315,MW,28,30,M Bremer,42580,In Person,Stat for Bioinformatics
LLD,100A,15,3,1500,1615,TR,18,20,V Rounti,50711,In Person,Writing Competency
ENGL,298D,04,4,TBA,,TBA,2,10,R McNabb,50342,In Person,Departmental Thesis
SE,153,01,3,0900,1015,TR,0,30,R Mak,49429,In Person,Compiler Design
ENGL,022,80,3,TBA,,TBA,44,40,T Nathanael,47406,Online Only - TBA Mtg Pat,Fantasy Science Fic
ENGL,001AF,26,3,1630,1745,MW,21,22,M Jalal,44855,In Person,FYW: Stretch English I
ECON,001B,99,4,TBA,,TBA,33,35,N Norton,45966,Online Only - TBA Mtg Pat,Prin of Econ
AMS,100W,02,3,1200,1315,TR,2,25,B Walters,49562,In Person,Writing Humanities
JS,181,02,6,TBA,,TBA,0,2,E Kinney,41353,In Person,Internship in JS
MATH,071W,14,1,1630,1745,MW,21,30,B Pence,48620,In Person,Calc Wkshp Bus/Avi
EE,273,01,3,1930,2045,MW,34,35,M Jones,49934,In Person,Log Verif UVM
BME,198A,02,0,1030,1315,F,61,75,F Erogbogbo,44522,In Person,Senior Project I
INFO,202,01,3,TBA,,TBA,32,35,H Chen,42297,Online Only - TBA Mtg Pat,Inf. Ret. Sys. Des
RTVF,110,81,3,TBA,,TBA,35,35,K Clark,49035,Online Only - TBA Mtg Pat,Media and Culture
BIOL,021,21,0,TBA,,TBA,21,24,S Cargill,40079,In Person,Human Biology
METR,012,80,3,TBA,,TBA,35,40,H Bartholomew,50651,Online Only - TBA Mtg Pat,Global Warming
INFO,299,01,3,TBA,,TBA,0,5,L Main,42330,Online Only - TBA Mtg Pat,MA Thesis/Project
ENGL,001AF,39,3,0900,1015,MW,20,22,K FitzPatrick Ezell,50352,In Person,FYW: Stretch English I
NUFS,113,02,0,0900,1145,W,22,30,A Widaman,43045,In Person,FdsrSys:Mgmt&Pro
ART,001,01,1,1830,1920,T,68,70,M Day,41883,In Person,Prof Prep in Art
STAT,095,80,3,TBA,,TBA,116,120,N Bathurst,43427,Online Only - TBA Mtg Pat,Elem Stat
DSGD,063,01,3,0800,1050,MW,23,25,J Levy,41296,In Person,Fund Graphic Visual
CHEM,001B,04,0,1300,1715,T,31,23,K Padmanabhan,40948,In Person,Gen Chem
NUFS,103,01,2,1630,1810,W,29,35,G Swamy,41481,In Person,Food Proc & Pkg I
CHEM,001A,27,0,1430,1720,R,25,24,C Peralta,41634,In Person,General Chem
BUS2,090,02,3,1200,1315,MW,47,45,D Mcfeely,41107,In Person,Bus Statistics
BIOL,280,03,1,TBA,,TBA,0,15,,40624,In Person,Individual Studies
BIOL,182,29,2,TBA,,TBA,0,15,,48061,In Person,Tutor Asst Biol
MATH,019W,09,1,1200,1315,TR,27,28,K Chen,47929,In Person,Precalculus Workshop
TA,167,01,3,1000,1245,F,10,25,K Kratochvil,48937,In Person,Theatre in Education
SCED,174,01,3,1530,1900,R,12,30,B Harrer,49872,In Person,Train to teach sci
NURS,044,01,3,1400,2300,M,8,10,D Law,41057,In Person,Adult Care Clin Pract I
MILS,002A,02,0,1415,1700,W,5,30,M Morales,40258,In Person,Inn Team Ldrshp
CHAD,101,05,3,1030,1145,TR,31,30,J Jabagchourian,48531,In Person,Res Meth in Ch Dev
BIOL,297,04,1,TBA,,TBA,0,15,R French,46997,In Person,Grad Research
METR,299,26,2,TBA,,TBA,0,5,,41144,In Person,Thesis
NURS,100W,80,3,TBA,,TBA,7,25,S Rivera,50724,Online Only - TBA Mtg Pat,Writing Workshop
MATH,298,03,3,TBA,,TBA,2,3,M Campisi,50754,In Person,Special Study
DSGN,197,01,3,0800,1050,TR,26,25,A English,44494,In Person,BA Senior Project
CCS,025,01,3,0900,1015,TR,6,25,F Ortega,48883,In Person,Changing Majority
JS,152,04,3,1630,1745,MW,49,65,S Rivera,49888,In Person,Juv Delinquency
NUFS,156,02,0,1030,1215,R,0,20,X Liu,49292,In Person,Pkg Mchnry Systems
PR,192,01,3,1200,1315,TR,16,24,S Fletcher,43487,In Person,Case Studies
NUFS,101A,03,0,1200,1445,R,20,20,G Swamy,43239,In Person,Food Science
ARTH,193A,02,3,1500,1615,TR,38,50,J Smits,45125,In Person,Worlds Art/Culture
SOCS,015,03,3,1200,1315,MW,3,30,E Sweet,49584,In Person,Stat Ap in Soc Sci
ENGR,100W,44,0,1850,2020,TR,25,22,S Wemusa,42765,In Person,Engr Reports
AVIA,042,12,0,1800,2045,T,25,24,D Neal,41658,In Person,Aircraft Systems
NUFS,105,01,3,1500,1745,T,36,35,L Sweeney,48733,In Person,Curr Issues in Nutr
ANTH,148,01,3,1200,1315,TR,16,25,J Anderson,47038,In Person,Religion & Anthro
NUFS,192,11,6,TBA,,TBA,1,10,F Yambrach,45096,In Person,Fld Exp NufS/Pkg
METR,298,27,2,TBA,,TBA,0,5,,43360,In Person,Research
ENVS,154,10,0,1500,1700,R,23,20,R O'Malley,42585,In Person,Sustainable Agriculture
CHAD,163,01,3,0900,1015,TR,30,30,K Tsai,43537,In Person,Crit Iss Adol Dev
BUS3,160,09,3,1030,1145,TR,43,45,Y No,42128,In Person,Fund Mgmt & Org Beh
HIST,015,09,3,0900,1015,M,48,48,K Chilton,44211,2 Pat - Mtg Pat & TBA (See Class Note),Esntl US History
BUS3,160,22,3,1200,1315,TR,44,45,E Mattarelli,49196,In Person,Fund Mgmt & Org Beh
BUS,270,02,3,1800,2200,T,25,45,B Campsey Jr,42773,In Person,Financial Mgmt
PSYC,135,04,3,1030,1145,TR,35,33,L Huntsman,45030,In Person,Cognition
SPAN,001A,04,4,0830,1010,TR,29,26,E Marsh,43919,In Person,Elem Spanish
ASIA,109A,01,4,1030,1145,TR,0,25,X Hou,49514,In Person,Hist China to 1800
AMS,001A,65,6,1500,1615,MW,18,32,V Lo,47512,In Person,Amer Cultures 1877
NURS,146A,01,2,0700,1300,T,8,10,J Youssef,40913,In Person,Peds Clinical
MATH,001,06,3,1630,1745,MW,16,32,L Roper,48582,In Person,Math Reasoning
BUS4,118W,02,3,1500,1745,W,36,45,S Dhar,42080,In Person,Web Based Computing
KIN,157,01,3,0930,1020,T,67,60,A Jensen,42563,In Person,Physiological Assessment
BIOL,180,55,4,TBA,,TBA,0,15,,48102,In Person,Indiv Studies
CE,160,01,3,1030,1120,TR,47,54,S Vukazich,41731,In Person,Struc Anlys
CHEM,001B,01,5,1030,1145,MW,196,158,M Esfandiari,40924,In Person,Gen Chem
CHAD,151,02,3,0900,1015,TR,32,30,T O'Donnell-Johnson,43501,In Person,Dev Literacy in Div Soc
CHAD,070,09,3,1500,1615,TR,29,30,P Bonander Oakes,48487,In Person,Lifespan Devel
BUS3,189,19,3,0900,1015,MW,30,30,S Khavul,49678,2 Pat - Mtg Pat & TBA (See Class Note),Strategic Mgmt
BUS4,188,06,3,0900,1015,TR,44,45,Y Chen,41488,In Person,Business Systems
CHIN,025A,01,4,0830,1010,MW,29,30,M Qin,49142,2 Pat - Mtg Pat & TBA (See Class Note),Inter Chinese
ENGR,195C,01,3,1800,2045,W,13,15,K Perry,46469,In Person,Inter Sr Proj I
CHEM,184,02,1,1230,1320,F,7,25,K Singmaster,50642,In Person,Directed Reading
KIN,251,01,3,1900,2145,T,21,22,T Butryn,40364,In Person,Fund Qual Resrch
BIOL,280,23,3,TBA,,TBA,0,15,,48184,In Person,Individual Studies
ART,140,01,3,0900,1150,MW,17,20,C Straubing,45198,In Person,Blowing and Imagery
PSYC,258,01,3,0900,1145,T,14,15,J GREGG,42819,In Person,Methods Psychother
ENGL,001A,43,3,1200,1315,TR,22,23,A Rocha,43155,In Person,First Year Writing
BIOL,177,03,0,1800,2045,F,0,20,M Keceli,49438,In Person,Physiol for Engr
MS,298,34,4,TBA,,TBA,2,25,J Geller,42048,In Person,Resrch Mar Sci
KIN,002A,05,1,1030,1120,TR,24,25,K Bruga,43010,In Person,Begin Swimming
EE,209,02,3,1500,1615,TR,12,55,C Tarng,49658,In Person,Network Security
CHEM,001A,21,0,1430,1720,W,25,24,S Kalliat,40113,In Person,General Chem
RTVF,110,02,3,1030,1145,MW,47,48,J Biagini,49027,In Person,Media and Culture
HS,067,01,3,1200,1315,MW,26,25,S Paterson,44068,In Person,Intro Health Stat
FS,163,01,3,1500,1730,T,12,36,M Juno,45802,In Person,Fingerprint Sci
ENGL,001AF,32,3,1330,1445,MW,21,22,M Jalal,47390,In Person,FYW: Stretch English I
NUFS,144,14,3,1330,1445,TR,31,30,L Sweeney,43193,In Person,Food Culture
PHYS,002A,22,0,1630,1850,TR,24,20,M Lagana,48168,In Person,Fund of Physics
PHIL,133,01,3,1330,1445,TR,63,64,J Stemwedel,41198,In Person,Ethics in Science
KIN,191A,01,3,1030,1120,TR,5,40,K Han,41003,In Person,Adv Assess Lower Ext
PSYC,155,01,3,0900,1015,MW,43,40,S Del Chiaro,40322,In Person,Human Learning
BUS4,091L,05,1,1330,1445,M,46,45,M Splane,44875,In Person,Comp Tools for Bus
CE,220,01,3,1800,2045,W,14,30,S Koosha,47625,In Person,Pavement Design
BUS2,190,07,3,1500,1615,TR,51,45,A Kalinowski,45486,In Person,Quant Bus Analysis
MATH,018AW,03,1,1200,1315,TR,26,24,A Frank-Baldwin,48406,In Person,Coll Algebra Wkshp
EDSE,014A,03,3,0900,1015,TR,33,30,E Smith,43488,In Person,American Sign I
MUSC,260L,01,1,TBA,,TBA,0,3,C Payne,44026,In Person,GrdEnsWdwnd
MCOM,100W,03,3,1630,1745,TR,18,20,R Nichols,46468,In Person,Wrtg Wkhp in Comm
CHEM,180,11,2,TBA,,TBA,1,10,L Miller Conrad,45286,In Person,Indiv Studies
PHYS,050,31,0,1200,1450,R,18,16,J Mijares,41842,In Person,General Physics
COMM,100W,81,3,TBA,,TBA,26,25,M Sunseri,41254,Online Only - TBA Mtg Pat,Writing Workshop
CHEM,161A,01,3,1200,1315,TR,51,100,A Wolcott,41782,In Person,Phys Chem
METR,168A,03,6,1030,1315,TR,0,40,C Rampini,49400,In Person,Global Climate Change I
GERO,111,01,3,1200,1315,MW,1,35,M Jordan,49283,In Person,Medical Ethics
BUS2,130,86,3,TBA,,TBA,50,45,M Rajan,42963,Online Only - TBA Mtg Pat,Intro to Marketing
PHIL,186,02,3,0900,1015,MW,36,60,L Bernasconi,47994,In Person,Prof & Bus Ethics
METR,180,01,1,TBA,,TBA,0,6,S Chiao,41565,In Person,Individual Studies
DANC,048A,02,1,1430,1520,MW,5,40,B Ayers Jr,49460,In Person,Beg Latin Dance
SCI,157SL,02,3,1500,1745,W,1,27,L Hatton,49489,In Person,Comm Action & Serv
METR,298,32,3,TBA,,TBA,1,5,S Chiao,41130,In Person,Research
HSPM,149,02,3,1500,1745,R,53,60,J Dworak,46519,In Person,Beer Appreciation
PHYS,002B,04,4,1630,1745,MW,48,48,P Houck,47795,In Person,Fund of Physics
JS,214,01,3,1500,1745,F,10,10,S Ghatak,48716,In Person,Soc Mov & Com Org
RTVF,120,03,3,1800,1945,W,18,18,J Abrams,49043,In Person,Intm Audio Film/TV
ME,295A,14,3,TBA,,TBA,0,10,F Kazemifar,50735,In Person,ME Project I
EDSE,154,03,6,TBA,,TBA,0,6,,44724,In Person,Prac St Tch Sed
MUSC,252,01,1,1530,1720,TR,2,3,S Bengochea,44017,In Person,GrdOperaThtr
METR,280,01,3,TBA,,TBA,1,6,C Clements,42242,In Person,Recent Dev In Metr
SCWK,110,03,3,0930,1215,F,19,24,C Gil,48302,In Person,Fnd Sw Practice
NUFS,298,20,2,TBA,,TBA,0,10,K Mauldin,41673,In Person,Special Studies
HIST,132,01,4,1330,1445,MW,23,25,J Roth,43594,In Person,Military History to 1815
TECH,190A,02,3,1330,1615,W,29,30,D Yan,44142,In Person,Senior Project I
TA,128,01,3,1030,1145,TR,14,25,B Butler,48792,In Person,Scriptwriting
METR,298,13,1,TBA,,TBA,0,5,,41119,In Person,Research
POLS,100M,01,4,1030,1145,TR,31,30,M Currin-Percival,45050,In Person,Political Inquiry
